"feature","factor","value","view"
"KCNJ13","Factor1",-0.0459978841245174,"Transcriptomics"
"COL17A1","Factor1",-0.0633855983614922,"Transcriptomics"
"BCHE","Factor1",-0.327268332242966,"Transcriptomics"
"ITGA2B","Factor1",0.176274687051773,"Transcriptomics"
"RASAL1","Factor1",0.0879469960927963,"Transcriptomics"
"ZIC4","Factor1",0.0133344456553459,"Transcriptomics"
"SOX8","Factor1",0.0505436025559902,"Transcriptomics"
"C1QTNF3","Factor1",0.0585006065666676,"Transcriptomics"
"NMRK2","Factor1",-0.163105338811874,"Transcriptomics"
"ADAMTS4","Factor1",-0.0031615411862731,"Transcriptomics"
"ABCG2","Factor1",0.0052940221503377,"Transcriptomics"
"CD300A","Factor1",0.0781438276171684,"Transcriptomics"
"EPHA3","Factor1",-0.164555937051773,"Transcriptomics"
"DDX3Y","Factor2",0.0046439771540463,"Transcriptomics"
"KDM5D","Factor2",0.00672669429332018,"Transcriptomics"
"CISH","Factor2",-0.0085864569991827,"Transcriptomics"
"C1orf146","Factor2",-0.00502898916602135,"Transcriptomics"
"DDAH2","Factor2",-0.0172243472188711,"Transcriptomics"
"MRPS17","Factor2",-0.010904036462307,"Transcriptomics"
"RAC3","Factor2",0.0094062052667141,"Transcriptomics"
"TMEM132B","Factor2",0.0179012380540371,"Transcriptomics"
"GPR182","Factor2",0.0046632643789053,"Transcriptomics"
"COCH","Factor2",-0.00227503548376262,"Transcriptomics"
"RNASEH2A","Factor2",-0.0264857467263937,"Transcriptomics"
"AMIGO2","Factor2",0.00686483643949032,"Transcriptomics"
"LCMT2","Factor2",-0.00167075986973941,"Transcriptomics"
"PMP2","Factor2",0.00686755636706948,"Transcriptomics"
"FOXM1","Factor2",0.00623268354684114,"Transcriptomics"
"SPEM1","Factor2",-0.00872575119137764,"Transcriptomics"
"COMP","Factor2",-0.0168390311300755,"Transcriptomics"
"ACAN","Factor2",-0.0147122014313936,"Transcriptomics"
"RP1","Factor2",0.000105202765553258,"Transcriptomics"
"SLC4A1","Factor2",9.49742898228578e-05,"Transcriptomics"
"RPL10L","Factor2",0.0101958345621824,"Transcriptomics"
"SCD","Factor2",-0.00191587395966053,"Transcriptomics"
"PCDH11X","Factor2",-0.0127600422129035,"Transcriptomics"
"ANKRD1","Factor2",0.00757498200982809,"Transcriptomics"
"MYH3","Factor2",0.00539386738091707,"Transcriptomics"
"CYP2E1","Factor2",-0.022006556391716,"Transcriptomics"
"CHAD","Factor2",-0.0145761901512742,"Transcriptomics"
"LEP","Factor2",-0.0186730977147818,"Transcriptomics"
"CALML3","Factor2",-0.0143448570743203,"Transcriptomics"
"SCUBE3","Factor2",-0.0131558142602444,"Transcriptomics"
"UGT8","Factor2",0.00364057347178459,"Transcriptomics"
"KHK","Factor2",0.00599861703813076,"Transcriptomics"
"VAT1L","Factor2",0.0147740431129932,"Transcriptomics"
"PRDM6","Factor2",0.0131767969578505,"Transcriptomics"
"SPATA6L","Factor2",0.00885954592376947,"Transcriptomics"
"KCNF1","Factor2",-0.00327233411371708,"Transcriptomics"
"PCBD1","Factor2",-0.00611576624214649,"Transcriptomics"
"G0S2","Factor2",0.0170769914984703,"Transcriptomics"
"BDNF","Factor2",0.00484861619770527,"Transcriptomics"
"ADD2","Factor2",-0.00227930815890431,"Transcriptomics"
"RETN","Factor2",-0.0057128849439323,"Transcriptomics"
"MCHR1","Factor2",-0.00804460141807795,"Transcriptomics"
"SLC16A13","Factor2",-0.00329103344120085,"Transcriptomics"
"SOSTDC1","Factor2",0.00512023409828544,"Transcriptomics"
"VIPR1","Factor2",0.00837091822177172,"Transcriptomics"
"ANKEF1","Factor2",-0.0109032560139894,"Transcriptomics"
"ALOX15","Factor2",0.00108986953273416,"Transcriptomics"
"PCK1","Factor2",-0.0166895929723978,"Transcriptomics"
"FA2H","Factor2",-0.00434325309470296,"Transcriptomics"
"GJB1","Factor2",0.0243611689656973,"Transcriptomics"
"MZF1","Factor2",0.0115592796355486,"Transcriptomics"
"GRAMD1C","Factor2",-0.010614613071084,"Transcriptomics"
"CILP2","Factor2",-0.0154125951230526,"Transcriptomics"
"NCMAP","Factor2",0.0126813724637032,"Transcriptomics"
"SPNS3","Factor2",-0.00117658951785415,"Transcriptomics"
"LRRC52","Factor2",0.00818758364766836,"Transcriptomics"
"MPZ","Factor2",0.017797339707613,"Transcriptomics"
"EPCAM","Factor2",-0.0111232502385974,"Transcriptomics"
"NPY","Factor2",0.0110439043492079,"Transcriptomics"
"ACTG2","Factor2",0.00587711995467544,"Transcriptomics"
"NOX1","Factor2",-0.0149798784404993,"Transcriptomics"
"RD3L","Factor2",0.0042785513214767,"Transcriptomics"
"RGS17","Factor2",-0.00185391376726329,"Transcriptomics"
"PMFBP1","Factor2",-0.00110214599408209,"Transcriptomics"
"RNF112","Factor2",-0.0245217084884644,"Transcriptomics"
"TFRC","Factor2",0.0167235713452101,"Transcriptomics"
"S100A9","Factor2",0.0130800381302834,"Transcriptomics"
"CCR7","Factor2",-0.000379276636522263,"Transcriptomics"
"KIAA2012","Factor2",-0.0203311759978533,"Transcriptomics"
"CCNB2","Factor2",0.00893106963485479,"Transcriptomics"
"OXTR","Factor2",-0.0253349058330059,"Transcriptomics"
"BRICD5","Factor2",0.0106559218838811,"Transcriptomics"
"FOS","Factor2",0.00291571510024369,"Transcriptomics"
"SCUBE1","Factor2",-0.00195066013839096,"Transcriptomics"
"LY9","Factor2",-0.00779800210148096,"Transcriptomics"
"CLDN19","Factor2",0.0143484873697162,"Transcriptomics"
"UTS2R","Factor2",-0.0169148351997137,"Transcriptomics"
"LRRC15","Factor2",-0.0049729966558516,"Transcriptomics"
"NR4A3","Factor2",0.00319726183079183,"Transcriptomics"
"PRRT4","Factor2",-0.00198873924091458,"Transcriptomics"
"PCARE","Factor2",0.00200675940141082,"Transcriptomics"
"FAM131C","Factor2",0.0335014872252941,"Transcriptomics"
"FBXL19","Factor2",-0.0085400715470314,"Transcriptomics"
"LAMB3","Factor2",0.0321373380720615,"Transcriptomics"
"GDPD3","Factor2",-0.00256584584712982,"Transcriptomics"
"DHRS9","Factor2",-0.0223993938416243,"Transcriptomics"
"SCN5A","Factor2",0.029068861156702,"Transcriptomics"
"CYP2B6","Factor2",-0.00229562819004059,"Transcriptomics"
"KCNK1","Factor2",0.0289371777325869,"Transcriptomics"
"ANGPTL7","Factor2",-0.0178719833493233,"Transcriptomics"
"SELL","Factor2",0.03188431635499,"Transcriptomics"
"PLET1","Factor2",0.00642855744808912,"Transcriptomics"
"FOSB","Factor2",0.00322121614590287,"Transcriptomics"
"GINS2","Factor2",0.00808421615511179,"Transcriptomics"
"RYR2","Factor2",0.0040842704474926,"Transcriptomics"
"DRP2","Factor2",0.0295576229691505,"Transcriptomics"
"MAG","Factor2",0.0153419896960258,"Transcriptomics"
"C20orf96","Factor2",0.00703626358881593,"Transcriptomics"
"KERA","Factor2",-0.0146925849840045,"Transcriptomics"
"EPN3","Factor2",0.00682520633563399,"Transcriptomics"
"CSF3R","Factor2",0.00196050829254091,"Transcriptomics"
"C11orf80","Factor2",-0.00324723706580698,"Transcriptomics"
"SLC6A20","Factor2",0.00182775384746492,"Transcriptomics"
"GATA3","Factor2",-0.0111120054498315,"Transcriptomics"
"TTC30A","Factor2",-0.0322445034980774,"Transcriptomics"
"NYX","Factor2",0.00995722692459822,"Transcriptomics"
"CNN1","Factor2",-0.00495441071689129,"Transcriptomics"
"IGHM","Factor2",0.00529281981289387,"Transcriptomics"
"POLQ","Factor2",0.0123491147533059,"Transcriptomics"
"TGFA","Factor2",0.00916790962219238,"Transcriptomics"
"USH1G","Factor2",-0.00756686367094517,"Transcriptomics"
"RIMKLB","Factor2",0.0212248619645834,"Transcriptomics"
"ERFE","Factor2",-0.0167310032993555,"Transcriptomics"
"NFE2","Factor2",-0.0190466791391373,"Transcriptomics"
"KCNK3","Factor2",-0.0122037557885051,"Transcriptomics"
"TECRL","Factor2",-0.00791139993816614,"Transcriptomics"
"TPSB2","Factor2",0.00676964828744531,"Transcriptomics"
"PRSS12","Factor2",-0.00445346487686038,"Transcriptomics"
"ZNF750","Factor2",-0.00552825396880507,"Transcriptomics"
"OTUD1","Factor2",0.0211584940552711,"Transcriptomics"
"APOD","Factor2",0.00985118746757507,"Transcriptomics"
"DDN","Factor2",0.0366255044937134,"Transcriptomics"
"IGFN1","Factor2",-0.00400834670290351,"Transcriptomics"
"PACRG","Factor2",0.000208719095098786,"Transcriptomics"
"COL11A2","Factor2",-0.01488106418401,"Transcriptomics"
"CDH1","Factor2",0.00912310741841793,"Transcriptomics"
"HEMGN","Factor2",0.00813561864197254,"Transcriptomics"
"MBP","Factor2",0.0214025285094976,"Transcriptomics"
"KCTD16","Factor2",0.00667278142645955,"Transcriptomics"
"COL2A1","Factor2",-0.0202151760458946,"Transcriptomics"
"AURKB","Factor2",-0.00333204539492726,"Transcriptomics"
"DYNC1I1","Factor2",-0.0193885117769241,"Transcriptomics"
"RIPPLY1","Factor2",0.00658997287973762,"Transcriptomics"
"LPGAT1","Factor2",-0.0197050366550684,"Transcriptomics"
"LHFPL7","Factor2",-0.00321870064362884,"Transcriptomics"
"FUT1","Factor2",-0.0292871091514826,"Transcriptomics"
"ANGPT4","Factor2",0.00731738517060876,"Transcriptomics"
"GREB1","Factor2",-0.0209550391882658,"Transcriptomics"
"CRABP1","Factor2",-0.0115089826285839,"Transcriptomics"
"SLN","Factor2",-0.00415809312835336,"Transcriptomics"
"PPP1R1B","Factor2",0.0207850858569145,"Transcriptomics"
"BCAS1","Factor2",0.00932408217340708,"Transcriptomics"
"TNNT2","Factor2",0.000493173371069133,"Transcriptomics"
"CDH19","Factor2",0.0209795534610748,"Transcriptomics"
"SLITRK2","Factor2",0.0174994170665741,"Transcriptomics"
"SLC7A10","Factor2",-0.0135135194286704,"Transcriptomics"
"SBK3","Factor2",0.00195339764468372,"Transcriptomics"
"RTN4RL2","Factor2",0.0223429966717958,"Transcriptomics"
"CPNE6","Factor2",-0.00638234708458185,"Transcriptomics"
"CIDEC","Factor2",-0.0134077938273549,"Transcriptomics"
"OTOG","Factor2",0.00493877101689577,"Transcriptomics"
"FER1L6","Factor2",0.00111408974044025,"Transcriptomics"
"RRAD","Factor2",0.0204386487603188,"Transcriptomics"
"FAM169BP","Factor2",0.013271608389914,"Transcriptomics"
"GFRA3","Factor2",0.00937293935567141,"Transcriptomics"
"CYP2S1","Factor2",0.0106139006093144,"Transcriptomics"
"SLC13A3","Factor2",0.00894466694444418,"Transcriptomics"
"RACGAP1","Factor2",0.0121190492063761,"Transcriptomics"
"PPP2R3B","Factor2",-0.0151060204952955,"Transcriptomics"
"TPH1","Factor2",0.00730597740039229,"Transcriptomics"
"GPM6A","Factor2",0.00432897219434381,"Transcriptomics"
"CALML4","Factor2",-0.00678806193172932,"Transcriptomics"
"BMP3","Factor2",-0.0353115163743496,"Transcriptomics"
"IGSF11","Factor2",0.0187012646347284,"Transcriptomics"
"FMOD","Factor2",-0.0194928366690874,"Transcriptomics"
"CCL21","Factor2",-0.0112303039059043,"Transcriptomics"
"RASGEF1A","Factor2",0.0162861775606871,"Transcriptomics"
"VILL","Factor2",0.0104859881103039,"Transcriptomics"
"OPTC","Factor2",-0.0216630399227142,"Transcriptomics"
"CPZ","Factor2",-0.000834513164591044,"Transcriptomics"
"GSTM1","Factor2",0.0086590051651001,"Transcriptomics"
"GSTM5","Factor2",0.0086590051651001,"Transcriptomics"
"CLDN2","Factor2",0.00289635499939322,"Transcriptomics"
"HPD","Factor2",-0.00511896517127752,"Transcriptomics"
"SIGLEC10","Factor2",-0.0204407349228859,"Transcriptomics"
"SIGLEC11","Factor2",-0.0204407349228859,"Transcriptomics"
"TENT5B","Factor2",-0.0146256405860186,"Transcriptomics"
"IL4I1","Factor2",0.0126037104055285,"Transcriptomics"
"PAPPA2","Factor2",-0.0191888492554426,"Transcriptomics"
"NLRC3","Factor2",-0.0026717868167907,"Transcriptomics"
"IL21R","Factor2",-0.0247326511889696,"Transcriptomics"
"ADAMTS17","Factor2",-0.00300474395044148,"Transcriptomics"
"GAS2L3","Factor2",0.0165988504886627,"Transcriptomics"
"CCN5","Factor2",-0.00883280392736197,"Transcriptomics"
"MISP3","Factor2",-0.00186836370266974,"Transcriptomics"
"ADH1A","Factor2",0.0115772737190127,"Transcriptomics"
"CCNA2","Factor2",-0.00761444820091128,"Transcriptomics"
"EDAR","Factor2",0.00641410099342465,"Transcriptomics"
"SORCS1","Factor2",0.00630025658756495,"Transcriptomics"
"CACNA1E","Factor2",-0.0111025357618928,"Transcriptomics"
"GRHL2","Factor2",-0.0076224054209888,"Transcriptomics"
"CD200R1","Factor2",-0.00100883201230317,"Transcriptomics"
"GREM2","Factor2",-0.000462012860225514,"Transcriptomics"
"GDF10","Factor2",0.0148987369611859,"Transcriptomics"
"SLPI","Factor2",-0.00334424781613052,"Transcriptomics"
"UBXN10","Factor2",-0.0162627380341291,"Transcriptomics"
"HAS1","Factor2",-0.0164960827678442,"Transcriptomics"
"PFKFB3","Factor2",0.0184742659330368,"Transcriptomics"
"ANKRD55","Factor2",0.0216745957732201,"Transcriptomics"
"DUSP15","Factor2",0.024462703615427,"Transcriptomics"
"C9orf24","Factor2",-0.00945181772112846,"Transcriptomics"
"KRT2","Factor2",-0.011462114751339,"Transcriptomics"
"MMRN1","Factor2",-0.00715692155063152,"Transcriptomics"
"PLEKHD1","Factor2",0.014908766373992,"Transcriptomics"
"SEZ6L","Factor2",-0.00381752196699381,"Transcriptomics"
"SIM1","Factor2",-0.00823031179606915,"Transcriptomics"
"WNT2B","Factor2",0.0180238150060177,"Transcriptomics"
"KNL1","Factor2",0.00340623199008405,"Transcriptomics"
"PTPRN","Factor2",0.00817737448960543,"Transcriptomics"
"ADIPOQ","Factor2",-0.023500170558691,"Transcriptomics"
"NETO2","Factor2",0.00198989268392324,"Transcriptomics"
"RBP1","Factor2",-0.014837090857327,"Transcriptomics"
"CLDN15","Factor2",-0.0220638513565063,"Transcriptomics"
"ALDH1L2","Factor2",-0.0339534059166908,"Transcriptomics"
"APOLD1","Factor2",-0.00498944940045476,"Transcriptomics"
"HOXB5","Factor2",0.00739395665004849,"Transcriptomics"
"FOXD3","Factor2",0.0105017926543951,"Transcriptomics"
"TNMD","Factor2",-0.0192152317613363,"Transcriptomics"
"RBP7","Factor2",-0.02906309440732,"Transcriptomics"
"ANGPTL4","Factor2",-0.0122031345963478,"Transcriptomics"
"GEMIN7","Factor2",-5.88428374612704e-05,"Transcriptomics"
"CXCL10","Factor2",-0.0125278970226645,"Transcriptomics"
"MRGPRG","Factor2",-0.0048651909455657,"Transcriptomics"
"ALAS2","Factor2",0.00915784668177366,"Transcriptomics"
"CHCHD6","Factor2",0.0104157011955976,"Transcriptomics"
"NUF2","Factor2",-0.0190006624907255,"Transcriptomics"
"UNC5C","Factor2",0.000708242820110172,"Transcriptomics"
"COL1A1","Factor2",-0.0143454885110259,"Transcriptomics"
"ITGAD","Factor2",-0.0186127591878176,"Transcriptomics"
"SPP1","Factor2",0.011246869340539,"Transcriptomics"
"ELFN1","Factor2",-0.0090064899995923,"Transcriptomics"
"MEGF6","Factor2",0.0165603086352348,"Transcriptomics"
"PENK","Factor2",6.18325648247264e-05,"Transcriptomics"
"SHC4","Factor2",0.0279132146388292,"Transcriptomics"
"EFCAB6","Factor2",0.0237818192690611,"Transcriptomics"
"ABAT","Factor2",0.0165427327156067,"Transcriptomics"
"PTX3","Factor2",0.0100311702117324,"Transcriptomics"
"DOCK3","Factor2",-0.00230089551769197,"Transcriptomics"
"SAMSN1","Factor2",-0.0159343779087067,"Transcriptomics"
"WNT16","Factor2",-0.00834873877465725,"Transcriptomics"
"FBXO17","Factor2",-0.0121039832010865,"Transcriptomics"
"PNPLA3","Factor2",0.00171280221547931,"Transcriptomics"
"ABCC2","Factor2",0.00417372677475214,"Transcriptomics"
"ANO9","Factor2",0.0019517014734447,"Transcriptomics"
"NALF1","Factor2",0.0215952005237341,"Transcriptomics"
"PRRG4","Factor2",0.0159626957029104,"Transcriptomics"
"CCL11","Factor2",0.0199333410710096,"Transcriptomics"
"REEP2","Factor2",-0.000852688390295953,"Transcriptomics"
"APOBEC3H","Factor2",-0.0235556252300739,"Transcriptomics"
"CADM2","Factor2",-0.00929294060915709,"Transcriptomics"
"RASD1","Factor2",-0.0365658923983574,"Transcriptomics"
"CCDC150","Factor2",-0.000549074145965278,"Transcriptomics"
"MAPK4","Factor2",0.0270260106772184,"Transcriptomics"
"ISG15","Factor2",0.0181934647262096,"Transcriptomics"
"MROH2A","Factor2",-0.0188240353018045,"Transcriptomics"
"SEPTIN3","Factor2",0.0226776134222746,"Transcriptomics"
"NRK","Factor2",-0.0197667498141527,"Transcriptomics"
"STMN2","Factor2",-0.0375142954289913,"Transcriptomics"
"AK5","Factor2",-0.0227427240461111,"Transcriptomics"
"TCF23","Factor2",-0.00274214707314968,"Transcriptomics"
"MYO3B","Factor2",0.0143152233213186,"Transcriptomics"
"PTPN22","Factor2",0.00229175668209791,"Transcriptomics"
"CGREF1","Factor2",-0.0158727299422026,"Transcriptomics"
"PIK3C2G","Factor2",0.00178093928843737,"Transcriptomics"
"PTPRCAP","Factor2",0.00837582908570766,"Transcriptomics"
"APCDD1L","Factor2",0.00139934022445232,"Transcriptomics"
"SYP","Factor2",-0.0111156208440661,"Transcriptomics"
"ABCG4","Factor2",0.00454620597884059,"Transcriptomics"
"TMEM150B","Factor2",0.0243952851742506,"Transcriptomics"
"GZMB","Factor2",-0.00239522941410542,"Transcriptomics"
"CDKL4","Factor2",0.0039592832326889,"Transcriptomics"
"ANO4","Factor2",0.0149643840268254,"Transcriptomics"
"ODAPH","Factor2",0.0332078523933887,"Transcriptomics"
"RASL10A","Factor2",-0.000132787463371642,"Transcriptomics"
"TMEM179","Factor2",-0.0139067461714149,"Transcriptomics"
"PLD6","Factor2",0.0113729191944003,"Transcriptomics"
"CNTNAP4","Factor2",-0.0098920539021492,"Transcriptomics"
"FCGBP","Factor2",0.000856968923471868,"Transcriptomics"
"KCNA1","Factor2",0.0292697548866272,"Transcriptomics"
"INHBC","Factor2",0.024517772719264,"Transcriptomics"
"KIF24","Factor2",0.0113559756428003,"Transcriptomics"
"CDA","Factor2",0.0189946331083775,"Transcriptomics"
"PRR15","Factor2",-0.00227565527893603,"Transcriptomics"
"SFTPB","Factor2",0.00481790257617831,"Transcriptomics"
"MYCL","Factor2",0.0069458419457078,"Transcriptomics"
"ERICH3","Factor2",-0.0258015971630812,"Transcriptomics"
"NINL","Factor2",-0.00232583051547408,"Transcriptomics"
"KIF4A","Factor2",0.00798746012151241,"Transcriptomics"
"GCNT7","Factor2",0.0021594890858978,"Transcriptomics"
"SOX10","Factor2",0.0390820056200027,"Transcriptomics"
"MRGPRX2","Factor2",0.00513667659834027,"Transcriptomics"
"HIF3A","Factor2",-0.026550805196166,"Transcriptomics"
"PLLP","Factor2",0.0170779805630445,"Transcriptomics"
"CDH24","Factor2",-0.0338964499533176,"Transcriptomics"
"CLEC4M","Factor2",-0.0140701290220022,"Transcriptomics"
"CTHRC1","Factor2",0.0212499145418406,"Transcriptomics"
"TBX4","Factor2",-0.00119879678823054,"Transcriptomics"
"AKR1C2","Factor2",0.0136032933369279,"Transcriptomics"
"ADRB1","Factor2",-0.00946964882314205,"Transcriptomics"
"SPHKAP","Factor2",-0.0145064350217581,"Transcriptomics"
"IKZF3","Factor2",0.00913220643997192,"Transcriptomics"
"PRC1","Factor2",-0.0175280086696148,"Transcriptomics"
"SHROOM2","Factor2",0.0167072862386703,"Transcriptomics"
"NUPR1","Factor2",0.00270546274259686,"Transcriptomics"
"LRRC4B","Factor2",0.0324299819767475,"Transcriptomics"
"P2RX1","Factor2",0.0141478823497891,"Transcriptomics"
"RAP1GAP","Factor2",0.0108739677816629,"Transcriptomics"
"CX3CR1","Factor2",0.00175058480817825,"Transcriptomics"
"SPATA45","Factor2",-0.00300578190945089,"Transcriptomics"
"HBA1","Factor2",-0.00736079923808575,"Transcriptomics"
"MLLT11","Factor2",0.0145089449360967,"Transcriptomics"
"GRAP","Factor2",0.00332152168266475,"Transcriptomics"
"PLIN1","Factor2",-0.0213265158236027,"Transcriptomics"
"CCDC13","Factor2",-0.0210709013044834,"Transcriptomics"
"WDR72","Factor2",-0.0124387992545962,"Transcriptomics"
"SHC3","Factor2",0.00217501795850694,"Transcriptomics"
"TNFAIP8L3","Factor2",-0.0160279609262943,"Transcriptomics"
"EPHB1","Factor2",-0.0090117808431387,"Transcriptomics"
"ATF3","Factor2",0.0254910849034786,"Transcriptomics"
"SERPINB6","Factor2",0.0189173724502325,"Transcriptomics"
"IGFALS","Factor2",-0.00208287360146642,"Transcriptomics"
"AKR1C3","Factor2",-0.00298975501209497,"Transcriptomics"
"MPPED1","Factor2",0.01544532738626,"Transcriptomics"
"ARHGEF16","Factor2",-0.0110901650041342,"Transcriptomics"
"ITGB8","Factor2",0.00629259366542101,"Transcriptomics"
"LILRA1","Factor2",-0.0185060650110245,"Transcriptomics"
"LILRA2","Factor2",-0.0185060650110245,"Transcriptomics"
"LILRA4","Factor2",-0.0185060650110245,"Transcriptomics"
"LILRB1","Factor2",-0.0185060650110245,"Transcriptomics"
"LILRB2","Factor2",-0.0185060650110245,"Transcriptomics"
"LILRB5","Factor2",-0.0185060650110245,"Transcriptomics"
"GALNT9","Factor2",-0.0127542009577155,"Transcriptomics"
"SYT14","Factor2",0.00294739077799022,"Transcriptomics"
"GPR37L1","Factor2",0.0440491028130054,"Transcriptomics"
"CH25H","Factor2",-0.0168153792619705,"Transcriptomics"
"LY86","Factor2",0.00975763145834208,"Transcriptomics"
"CDCA7","Factor2",0.00273775309324265,"Transcriptomics"
"ELFN2","Factor2",0.0024005111772567,"Transcriptomics"
"FAXC","Factor2",-0.00173892150633037,"Transcriptomics"
"TRNP1","Factor2",-0.036251001060009,"Transcriptomics"
"COL6A5","Factor2",0.0178390461951494,"Transcriptomics"
"IGSF9B","Factor2",-0.0254248436540365,"Transcriptomics"
